run_id,run_name,epoch,train_loss,dev_loss,dev_acc,dev_f1,lr
1,full-adam-tuned,0,0.7301517954468727,0.6375347006320954,0.62,0.38271604938271603,3e-05
1,full-adam-tuned,1,0.6185465916991234,0.5412487089633942,0.745,0.7349203461628421,3e-05
1,full-adam-tuned,2,0.5181160490214824,0.49459797501564023,0.7475,0.7453209019674591,3e-05
1,full-adam-tuned,3,0.36376818870504696,0.472646114975214,0.7675,0.7611940298507462,3e-05
1,full-adam-tuned,4,0.23943888342318437,0.6470004507526755,0.72,0.719747772995696,3e-05
1,full-adam-tuned,5,0.13387800547294318,0.5897891108691692,0.7725,0.7659329565111149,3e-05
1,full-adam-tuned,6,0.11116162316873669,0.689039558544755,0.785,0.7718590831918506,3e-05
2,full-adamw-cosine-tuned,0,0.8017201032241186,0.638457543849945,0.625,0.40277114190157665,2.944375931021699e-05
2,full-adamw-cosine-tuned,1,0.6277028743426005,0.5391610461473465,0.72,0.658276125095347,2.6635669360566298e-05
2,full-adamw-cosine-tuned,2,0.5484239492813746,0.5132168045639992,0.7325,0.7320159538165811,2.1900975565967284e-05
2,full-adamw-cosine-tuned,3,0.41299588908751805,0.4544476108253002,0.7775,0.7635980901913129,1.6023636200470068e-05
2,full-adamw-cosine-tuned,4,0.30730678878724577,0.561966369971633,0.7725,0.770316571911736,9.976805817435207e-06
2,full-adamw-cosine-tuned,5,0.22055964499091107,0.5611413611844182,0.7875,0.7801785725830958,4.761702851720191e-06
2,full-adamw-cosine-tuned,6,0.14709115692724783,0.6216111528128385,0.79,0.7825580492350703,1.2418304774182094e-06
3,lora-adam-tuned,0,0.7188317010800044,0.6646032392978668,0.62,0.38271604938271603,0.0002
3,lora-adam-tuned,1,0.6915322919686635,0.641687479019165,0.62,0.38271604938271603,0.0002
3,lora-adam-tuned,2,0.6475766179958979,0.6339689195156097,0.62,0.38271604938271603,0.0002
3,lora-adam-tuned,3,0.6271838110685348,0.5952862298488617,0.6825,0.6280867699921664,0.0002
3,lora-adam-tuned,4,0.5772319395343463,0.5874551606178283,0.685,0.6807782929239188,0.0002
3,lora-adam-tuned,5,0.5241190582017103,0.5191879186034203,0.745,0.7233072916666667,0.0002
3,lora-adam-tuned,6,0.4709414623181025,0.5268823936581611,0.74,0.7340153452685423,0.0002
3,lora-adam-tuned,7,0.4296036000053088,0.5018519523739815,0.7575,0.7513314661830022,0.0002
4,lora-adamw-cosine-tuned,0,0.7456970834732055,0.6831856954097748,0.62,0.38271604938271603,0.00019629172873477995
4,lora-adamw-cosine-tuned,1,0.6895949920018514,0.6551244306564331,0.62,0.38271604938271603,0.000177571129070442
4,lora-adamw-cosine-tuned,2,0.6574278819561005,0.6625432699918747,0.62,0.38271604938271603,0.00014600650377311522
4,lora-adamw-cosine-tuned,3,0.6536856744686762,0.6308150035142899,0.6225,0.3898435211281833,0.0001068242413364671
4,lora-adamw-cosine-tuned,4,0.637235756913821,0.611286325454712,0.69,0.6090671206532363,6.651203878290137e-05
4,lora-adamw-cosine-tuned,5,0.6076268064975738,0.5945018178224564,0.6975,0.6440522154807868,3.174468567813461e-05
4,lora-adamw-cosine-tuned,6,0.5936601819594701,0.587235808968544,0.6975,0.6336414076042116,8.27886984945473e-06
4,lora-adamw-cosine-tuned,7,0.5845628549655278,0.5864570295810699,0.695,0.6296745993200583,0.0
