run_id,run_name,epoch,train_loss,dev_loss,dev_ppl,lr
1,full-adamw-cosine-trial1,0,4.763958285836613,4.523278780072649,92.13720088136587,9.330127018922194e-06
1,full-adamw-cosine-trial1,1,4.427650788251092,4.400260853990216,81.47211822046108,7.500000000000001e-06
1,full-adamw-cosine-trial1,2,4.347609660204719,4.3547936555381135,77.8507596062494,5e-06
1,full-adamw-cosine-trial1,3,4.210567740833058,4.3405410909207065,76.74905632259997,2.5000000000000015e-06
1,full-adamw-cosine-trial1,4,4.206194302614997,4.333797419182608,76.23322712680311,6.69872981077807e-07
1,full-adamw-cosine-trial1,5,4.220379955628339,4.333667362961814,76.22331316608413,0.0
2,full-adamw-cosine-trial2,0,5.048433556276209,4.795244163441881,120.93390581724718,8.5e-06
2,full-adamw-cosine-trial2,1,4.557318266700296,4.474854086047021,87.78179088712554,9.297848034936005e-06
2,full-adamw-cosine-trial2,2,4.41301087772145,4.384304866612514,80.18246632647511,6.869085359203844e-06
2,full-adamw-cosine-trial2,3,4.246095250634586,4.347726411908586,77.30250891388054,3.6750924890166924e-06
2,full-adamw-cosine-trial2,4,4.227625538321102,4.342220841167129,76.87808390558945,1.0235356436328669e-06
2,full-adamw-cosine-trial2,5,4.238942314596737,4.342143976799796,76.87217494740533,0.0
3,full-adamw-cosine-trial3,0,4.951348753536449,4.642718021000658,103.8261661153583,9.85783544698971e-06
3,full-adamw-cosine-trial3,1,4.4954699348000915,4.447833765332944,85.44165670800513,8.412765716093273e-06
3,full-adamw-cosine-trial3,2,4.387635539559757,4.368763005622079,78.94591562112154,5.849551925143334e-06
3,full-adamw-cosine-trial3,3,4.23621935002944,4.34554255120108,77.13387520535824,3.007994550768793e-06
3,full-adamw-cosine-trial3,4,4.2253917525796325,4.339235252309068,76.64889984977418,8.190893787264464e-07
3,full-adamw-cosine-trial3,5,4.238217998953426,4.339026905665888,76.6329319722716,0.0
4,full-adamw-cosine-trial4,0,4.951353157267851,4.642732424156688,103.82766155059839,9.85783544698971e-06
4,full-adamw-cosine-trial4,1,4.495474815368652,4.4478467424339225,85.44276550020645,8.412765716093273e-06
4,full-adamw-cosine-trial4,2,4.387642495772418,4.368780260888215,78.94727786565885,5.849551925143334e-06
4,full-adamw-cosine-trial4,3,4.236222323249368,4.345557096962617,77.13499718447336,3.007994550768793e-06
4,full-adamw-cosine-trial4,4,4.225397348403931,4.3392536484192465,76.65030990435059,8.190893787264464e-07
4,full-adamw-cosine-trial4,5,4.238224758821375,4.339044446143035,76.63427616225242,0.0
5,full-adamw-cosine-trial5,0,4.9513523438397575,4.642728716413552,103.82727658501257,9.85783544698971e-06
5,full-adamw-cosine-trial5,1,4.495473917792825,4.447842321663259,85.44238777817024,8.412765716093273e-06
5,full-adamw-cosine-trial5,2,4.387640476226807,4.368776838356089,78.94700766652646,5.849551925143334e-06
5,full-adamw-cosine-trial5,3,4.2362218604368325,4.34555310400847,77.13468918858139,3.007994550768793e-06
5,full-adamw-cosine-trial5,4,4.225395833744722,4.339248372015552,76.64990546743923,8.190893787264464e-07
5,full-adamw-cosine-trial5,5,4.238223188063678,4.339041023610909,76.63401387942912,0.0
6,full-adamw-cosine-trial6,0,5.138465011821074,4.969649127710645,143.97636119185552,3.4000000000000005e-06
6,full-adamw-cosine-trial6,1,4.757104396820068,4.663739070714077,106.03180228954594,6.800000000000001e-06
6,full-adamw-cosine-trial6,2,4.546741289250991,4.466233012832213,87.02827038564695,9.990877771116588e-06
6,full-adamw-cosine-trial6,3,4.3113188603345085,4.361183665623175,78.34981954614452,7.323615860218844e-06
6,full-adamw-cosine-trial6,4,4.247073538163129,4.351685283340026,77.60914617626216,2.4133109291117164e-06
6,full-adamw-cosine-trial6,5,4.242409790263457,4.352074453763873,77.63935523842945,0.0
7,full-adamw-cosine-trial7,0,4.947567771462833,4.583393275180709,97.84584942201597,1.7e-05
7,full-adamw-cosine-trial7,1,4.427797401652617,4.3505046523620035,77.5175724821156,1.859569606987201e-05
7,full-adamw-cosine-trial7,2,4.254044252283433,4.292552056713639,73.15292088276895,1.3738170718407689e-05
7,full-adamw-cosine-trial7,3,4.075147516587201,4.281570149359302,72.35395738421502,7.350184978033385e-06
7,full-adamw-cosine-trial7,4,4.048188574173871,4.272240611994378,71.68206751954668,2.0470712872657337e-06
7,full-adamw-cosine-trial7,5,4.049707552965949,4.272559050087617,71.7048974552147,0.0
8,full-adamw-cosine-trial8,0,5.048432855045094,4.795241311331775,120.93356090092418,8.5e-06
8,full-adamw-cosine-trial8,1,4.557316752041087,4.474850378303884,87.78146541539626,9.297848034936005e-06
8,full-adamw-cosine-trial8,2,4.41300978380091,4.384301729291399,80.18221476872499,6.869085359203844e-06
8,full-adamw-cosine-trial8,3,4.246094170738669,4.34772270416545,77.30222229656503,3.6750924890166924e-06
8,full-adamw-cosine-trial8,4,4.227624037686517,4.342218274268035,76.87788656755879,1.0235356436328669e-06
8,full-adamw-cosine-trial8,5,4.238940813962151,4.342139128212617,76.87180222686706,0.0
