run_id,run_name,epoch,train_loss,dev_loss,dev_acc,dev_f1,lr
1,lora-adamw-cosine-trial1,0,1.655763185719649,0.6613993448019028,0.62,0.38271604938271603,0.00017071067811865479
1,lora-adamw-cosine-trial1,1,0.7264649933576584,0.6707223153114319,0.62,0.38271604938271603,0.0001
1,lora-adamw-cosine-trial1,2,0.6945521650711696,0.661348659992218,0.62,0.38271604938271603,2.9289321881345254e-05
1,lora-adamw-cosine-trial1,3,0.6662330041329066,0.6514141196012497,0.62,0.38271604938271603,0.0
2,lora-adamw-cosine-trial2,0,0.7489622503519058,0.6605694591999054,0.62,0.38271604938271603,8.810810275638184e-05
2,lora-adamw-cosine-trial2,1,0.7252324440081914,0.6695762556791306,0.62,0.38271604938271603,5.270694542927088e-05
2,lora-adamw-cosine-trial2,2,0.6726554836829504,0.6537796610593796,0.62,0.38271604938271603,1.561502705732883e-05
2,lora-adamw-cosine-trial2,3,0.681492517987887,0.651348426938057,0.62,0.38271604938271603,0.0
3,lora-adamw-cosine-trial3,0,2.212473249634107,0.6959067058563232,0.62,0.38271604938271603,0.0001762162055127637
3,lora-adamw-cosine-trial3,1,0.7631204077601432,0.6732355368137359,0.62,0.38271604938271603,0.00010541389085854176
3,lora-adamw-cosine-trial3,2,0.7050175023078918,0.656871337890625,0.62,0.38271604938271603,3.123005411465766e-05
3,lora-adamw-cosine-trial3,3,0.6883873250087102,0.6461044335365296,0.62,0.38271604938271603,0.0
4,lora-adamw-cosine-trial4,0,0.7456437526146571,0.6826381683349609,0.62,0.38271604938271603,0.00018412535328311814
4,lora-adamw-cosine-trial4,1,0.6876683191458384,0.6650106811523437,0.62,0.38271604938271603,0.00011423148382732853
4,lora-adamw-cosine-trial4,2,0.6605384075641632,0.6516306757926941,0.62,0.38271604938271603,3.45139266054715e-05
4,lora-adamw-cosine-trial4,3,0.6632830003897349,0.6454119157791137,0.62,0.38271604938271603,0.0
5,lora-adamw-cosine-trial5,0,2.8459580559531847,0.7168374663591385,0.62,0.38271604938271603,0.00018412535328311814
5,lora-adamw-cosine-trial5,1,0.7789649850130081,0.683299975991249,0.62,0.38271604938271603,0.00011423148382732853
5,lora-adamw-cosine-trial5,2,0.7118014595905939,0.6658411067724228,0.62,0.38271604938271603,3.45139266054715e-05
5,lora-adamw-cosine-trial5,3,0.6930860902865728,0.6516053777933121,0.62,0.38271604938271603,0.0
6,lora-adamw-cosine-trial6,0,5.713225056392451,1.3206199631094933,0.6075,0.37791601866251945,4.6031338320779534e-05
6,lora-adamw-cosine-trial6,1,1.639155194759369,0.9536418271064758,0.62,0.38271604938271603,2.8557870956832132e-05
6,lora-adamw-cosine-trial6,2,1.276023994088173,0.7918668898940087,0.6175,0.38176197836166925,8.628481651367876e-06
6,lora-adamw-cosine-trial6,3,1.1250205314159394,0.7877350634336472,0.62,0.38271604938271603,0.0
